ToolName,EntryType,Score
appts,Size,856
cagen,Size,573
iposolver,Size,341
pmedici,Size,242
appts,Time,251
cagen,Time,834
iposolver,Time,450
pmedici,Time,477
appts,Overall,553.5
cagen,Overall,703.5
iposolver,Overall,395.5
pmedici,Overall,359.5
