BOOLC;SOLVABILITY;79;1261;BENCIGEN;
BOOLC;SOLVABILITY;90;15798;BENCIGENS;
BOOLC;SOLVABILITY;100;36705;BENCIGENSMO;
BOOLC;SOLVABILITY;79;758;BENCIGEN;
BOOLC;SOLVABILITY;80;27419;BENCIGENS;
BOOLC;SOLVABILITY;100;35526;BENCIGENSMO;
BOOLC;SOLVABILITY;79;842;BENCIGEN;
BOOLC;SOLVABILITY;88;16423;BENCIGENS;
BOOLC;SOLVABILITY;100;35247;BENCIGENSMO;
BOOLC;SOLVABILITY;73;786;BENCIGEN;
BOOLC;SOLVABILITY;74;35275;BENCIGENS;
BOOLC;SOLVABILITY;100;34660;BENCIGENSMO;
BOOLC;SOLVABILITY;76;745;BENCIGEN;
BOOLC;SOLVABILITY;80;25214;BENCIGENS;
BOOLC;SOLVABILITY;100;34588;BENCIGENSMO;
BOOLC;SOLVABILITY;81;735;BENCIGEN;
BOOLC;SOLVABILITY;82;31854;BENCIGENS;
BOOLC;SOLVABILITY;100;34479;BENCIGENSMO;
BOOLC;SOLVABILITY;76;719;BENCIGEN;
BOOLC;SOLVABILITY;86;15678;BENCIGENS;
BOOLC;SOLVABILITY;100;34438;BENCIGENSMO;
BOOLC;SOLVABILITY;79;704;BENCIGEN;
BOOLC;SOLVABILITY;83;24820;BENCIGENS;
BOOLC;SOLVABILITY;100;35151;BENCIGENSMO;
BOOLC;SOLVABILITY;69;804;BENCIGEN;
BOOLC;SOLVABILITY;86;14818;BENCIGENS;
BOOLC;SOLVABILITY;100;35792;BENCIGENSMO;
BOOLC;SOLVABILITY;75;868;BENCIGEN;
BOOLC;SOLVABILITY;88;21563;BENCIGENS;
BOOLC;SOLVABILITY;100;34803;BENCIGENSMO;
